Region,Trust_type,Trust_subtype,Trust_code,Trust_name,Domain,Sub-domain,Metric_ID,Metric_description,Reporting_date,Units,Value,Median_value,Lower_quartile,Upper_quartile,Rank
Midlands,Acute trust,Acute - Teaching,RRK,University Hospitals Birmingham NHS Foundation Trust,Access to services,Urgent and emergency care,OF0014,Percentage of emergency department attendances spending over 12 hours in the department,Q1 2025/26,percent,14.56,8.36,4.14,12.92,101.0
London,Acute trust,Acute - Teaching,RRV,University College London Hospitals NHS Foundation Trust,Access to services,Urgent and emergency care,OF0014,Percentage of emergency department attendances spending over 12 hours in the department,Q1 2025/26,percent,3.11,8.36,4.14,12.92,20.0
North East,Acute trust,Acute - Teaching,RTD,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,Access to services,Urgent and emergency care,OF0014,Percentage of emergency department attendances spending over 12 hours in the department,Q1 2025/26,percent,2.32,8.36,4.14,12.92,16.0
South West,Acute trust,Acute - Large,RTE,Gloucestershire Hospitals NHS Foundation Trust,Access to services,Urgent and emergency care,OF0014,Percentage of emergency department attendances spending over 12 hours in the department,Q1 2025/26,percent,9.69,8.36,4.14,12.92,68.0
North East,Acute trust,Acute - Large,RTF,Northumbria Healthcare NHS Foundation Trust,Access to services,Urgent and emergency care,OF0014,Percentage of emergency department attendances spending over 12 hours in the department,Q1 2025/26,percent,0.35,8.36,4.14,12.92,7.0
Midlands,Acute trust,Acute - Teaching,RTG,University Hospitals of Derby and Burton NHS Foundation Trust,Access to services,Urgent and emergency care,OF0014,Percentage of emergency department attendances spending over 12 hours in the department,Q1 2025/26,percent,10.77,8.36,4.14,12.92,78.0
South East,Acute trust,Acute - Teaching,RTH,Oxford University Hospitals NHS Foundation Trust,Access to services,Urgent and emergency care,OF0014,Percentage of emergency department attendances spending over 12 hours in the department,Q1 2025/26,percent,2.98,8.36,4.14,12.92,19.0
South East,Acute trust,Acute - Medium,RTK,Ashford and St Peter's Hospitals NHS Foundation Trust,Access to services,Urgent and emergency care,OF0014,Percentage of emergency department attendances spending over 12 hours in the department,Q1 2025/26,percent,10.58,8.36,4.14,12.92,77.0
South East,Acute trust,Acute - Medium,RTP,Surrey and Sussex Healthcare NHS Trust,Access to services,Urgent and emergency care,OF0014,Percentage of emergency department attendances spending over 12 hours in the department,Q1 2025/26,percent,12.21,8.36,4.14,12.92,86.0
North East,Acute trust,Acute - Teaching,RTR,South Tees Hospitals NHS Foundation Trust,Access to services,Urgent and emergency care,OF0014,Percentage of emergency department attendances spending over 12 hours in the department,Q1 2025/26,percent,3.49,8.36,4.14,12.92,23.0
North West,Acute trust,Acute - Teaching,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,Access to services,Urgent and emergency care,OF0014,Percentage of emergency department attendances spending over 12 hours in the department,Q1 2025/26,percent,6.82,8.36,4.14,12.92,46.0
South West,Acute trust,Acute - Large,RVJ,North Bristol NHS Trust,Access to services,Urgent and emergency care,OF0014,Percentage of emergency department attendances spending over 12 hours in the department,Q1 2025/26,percent,9.1,8.36,4.14,12.92,66.0
London,Acute trust,Acute - Teaching,RVR,Epsom and St Helier University Hospitals NHS Trust,Access to services,Urgent and emergency care,OF0014,Percentage of emergency department attendances spending over 12 hours in the department,Q1 2025/26,percent,16.98,8.36,4.14,12.92,114.0
South East,Acute trust,Acute - Teaching,RVV,East Kent Hospitals University NHS Foundation Trust,Access to services,Urgent and emergency care,OF0014,Percentage of emergency department attendances spending over 12 hours in the department,Q1 2025/26,percent,20.71,8.36,4.14,12.92,119.0
North East,Acute trust,Acute - Medium,RVW,North Tees and Hartlepool NHS Foundation Trust,Access to services,Urgent and emergency care,OF0014,Percentage of emergency department attendances spending over 12 hours in the department,Q1 2025/26,percent,1.83,8.36,4.14,12.92,12.0
North East,Acute trust,Acute - Teaching,RWA,Hull University Teaching Hospitals NHS Trust,Access to services,Urgent and emergency care,OF0014,Percentage of emergency department attendances spending over 12 hours in the department,Q1 2025/26,percent,12.86,8.36,4.14,12.92,90.0
Midlands,Acute trust,Acute - Large,RWD,United Lincolnshire Hospitals NHS Trust,Access to services,Urgent and emergency care,OF0014,Percentage of emergency department attendances spending over 12 hours in the department,Q1 2025/26,percent,18.09,8.36,4.14,12.92,117.0
Midlands,Acute trust,Acute - Teaching,RWE,University Hospitals of Leicester NHS Trust,Access to services,Urgent and emergency care,OF0014,Percentage of emergency department attendances spending over 12 hours in the department,Q1 2025/26,percent,9.84,8.36,4.14,12.92,69.0
South East,Acute trust,Acute - Large,RWF,Maidstone and Tunbridge Wells NHS Trust,Access to services,Urgent and emergency care,OF0014,Percentage of emergency department attendances spending over 12 hours in the department,Q1 2025/26,percent,7.54,8.36,4.14,12.92,53.0
East,Acute trust,Acute - Teaching,RWG,West Hertfordshire Teaching Hospitals NHS Trust,Access to services,Urgent and emergency care,OF0014,Percentage of emergency department attendances spending over 12 hours in the department,Q1 2025/26,percent,7.44,8.36,4.14,12.92,50.0
East,Acute trust,Acute - Large,RWH,East and North Hertfordshire NHS Trust,Access to services,Urgent and emergency care,OF0014,Percentage of emergency department attendances spending over 12 hours in the department,Q1 2025/26,percent,9.95,8.36,4.14,12.92,71.0
North West,Acute trust,Acute - Medium,RWJ,Stockport NHS Foundation Trust,Access to services,Urgent and emergency care,OF0014,Percentage of emergency department attendances spending over 12 hours in the department,Q1 2025/26,percent,10.25,8.36,4.14,12.92,74.0
Midlands,Acute trust,Acute - Large,RWP,Worcestershire Acute Hospitals NHS Trust,Access to services,Urgent and emergency care,OF0014,Percentage of emergency department attendances spending over 12 hours in the department,Q1 2025/26,percent,16.24,8.36,4.14,12.92,111.0
North West,Acute trust,Acute - Teaching,RWW,Warrington and Halton Teaching Hospitals NHS Foundation Trust,Access to services,Urgent and emergency care,OF0014,Percentage of emergency department attendances spending over 12 hours in the department,Q1 2025/26,percent,21.77,8.36,4.14,12.92,120.0
North East,Acute trust,Acute - Large,RWY,Calderdale and Huddersfield NHS Foundation Trust,Access to services,Urgent and emergency care,OF0014,Percentage of emergency department attendances spending over 12 hours in the department,Q1 2025/26,percent,2.04,8.36,4.14,12.92,13.0
Midlands,Acute trust,Acute - Teaching,RX1,Nottingham University Hospitals NHS Trust,Access to services,Urgent and emergency care,OF0014,Percentage of emergency department attendances spending over 12 hours in the department,Q1 2025/26,percent,10.12,8.36,4.14,12.92,73.0
South East,Acute trust,Acute - Large,RXC,East Sussex Healthcare NHS Trust,Access to services,Urgent and emergency care,OF0014,Percentage of emergency department attendances spending over 12 hours in the department,Q1 2025/26,percent,7.51,8.36,4.14,12.92,51.0
North East,Acute trust,Acute - Teaching,RXF,Mid Yorkshire Teaching NHS Trust,Access to services,Urgent and emergency care,OF0014,Percentage of emergency department attendances spending over 12 hours in the department,Q1 2025/26,percent,8.36,8.36,4.14,12.92,62.0
Midlands,Acute trust,Acute - Large,RXK,Sandwell and West Birmingham Hospitals NHS Trust,Access to services,Urgent and emergency care,OF0014,Percentage of emergency department attendances spending over 12 hours in the department,Q1 2025/26,percent,6.5,8.36,4.14,12.92,44.0
North West,Acute trust,Acute - Teaching,RXL,Blackpool Teaching Hospitals NHS Foundation Trust,Access to services,Urgent and emergency care,OF0014,Percentage of emergency department attendances spending over 12 hours in the department,Q1 2025/26,percent,25.3,8.36,4.14,12.92,123.0
North West,Acute trust,Acute - Teaching,RXN,Lancashire Teaching Hospitals NHS Foundation Trust,Access to services,Urgent and emergency care,OF0014,Percentage of emergency department attendances spending over 12 hours in the department,Q1 2025/26,percent,13.99,8.36,4.14,12.92,97.0
North East,Acute trust,Acute - Multi-Service,RXP,County Durham and Darlington NHS Foundation Trust,Access to services,Urgent and emergency care,OF0014,Percentage of emergency department attendances spending over 12 hours in the department,Q1 2025/26,percent,8.21,8.36,4.14,12.92,59.0
South East,Acute trust,Acute - Multi-Service,RXQ,Buckinghamshire Healthcare NHS Trust,Access to services,Urgent and emergency care,OF0014,Percentage of emergency department attendances spending over 12 hours in the department,Q1 2025/26,percent,6.55,8.36,4.14,12.92,45.0
North West,Acute trust,Acute - Large,RXR,East Lancashire Hospitals NHS Trust,Access to services,Urgent and emergency care,OF0014,Percentage of emergency department attendances spending over 12 hours in the department,Q1 2025/26,percent,14.56,8.36,4.14,12.92,101.0
Midlands,Acute trust,Acute - Medium,RXW,The Shrewsbury and Telford Hospital NHS Trust,Access to services,Urgent and emergency care,OF0014,Percentage of emergency department attendances spending over 12 hours in the department,Q1 2025/26,percent,0.0,8.36,4.14,12.92,1.0
London,Acute trust,Acute - Teaching,RYJ,Imperial College Healthcare NHS Trust,Access to services,Urgent and emergency care,OF0014,Percentage of emergency department attendances spending over 12 hours in the department,Q1 2025/26,percent,6.91,8.36,4.14,12.92,47.0
South East,Acute trust,Acute - Teaching,RYR,University Hospitals Sussex NHS Foundation Trust,Access to services,Urgent and emergency care,OF0014,Percentage of emergency department attendances spending over 12 hours in the department,Q1 2025/26,percent,8.89,8.36,4.14,12.92,64.0
Midlands,Acute trust,Acute - Specialist,RQ3,Birmingham Women's and Children's NHS Foundation Trust,Patient safety,Patient safety,OF0016,Percentage of patients in mental health crisis to receive face-to-face contact within 24 hours,Q1 2025/26,percent,53.54,53.54,53.54,53.54,1.0
South East,Acute trust,Acute - Multi-Service,R1F,Isle of Wight NHS Trust,Access to services,Urgent and emergency care,OF0017,Average Category 2 ambulance response time,Q1 2025,mins,25.33,25.33,25.33,25.33,1.0
North West,Acute trust,Acute - Teaching,R0A,Manchester University NHS Foundation Trust,Patient safety,Patient safety,OF0020,Number of MRSA infections,Jul 24 - Jun 25,count,17.0,3.0,1.0,5.0,133.0
North East,Acute trust,Acute - Large,R0B,South Tyneside and Sunderland NHS Foundation Trust,Patient safety,Patient safety,OF0020,Number of MRSA infections,Jul 24 - Jun 25,count,6.0,3.0,1.0,5.0,104.0
South West,Acute trust,Acute - Teaching,R0D,University Hospitals Dorset NHS Foundation Trust,Patient safety,Patient safety,OF0020,Number of MRSA infections,Jul 24 - Jun 25,count,11.0,3.0,1.0,5.0,129.0
South East,Acute trust,Acute - Multi-Service,R1F,Isle of Wight NHS Trust,Patient safety,Patient safety,OF0020,Number of MRSA infections,Jul 24 - Jun 25,count,1.0,3.0,1.0,5.0,19.0
London,Acute trust,Acute - Teaching,R1H,Barts Health NHS Trust,Patient safety,Patient safety,OF0020,Number of MRSA infections,Jul 24 - Jun 25,count,26.0,3.0,1.0,5.0,134.0
London,Acute trust,Acute - Teaching,R1K,London North West University Healthcare NHS Trust,Patient safety,Patient safety,OF0020,Number of MRSA infections,Jul 24 - Jun 25,count,8.0,3.0,1.0,5.0,118.0
South East,Acute trust,Acute - Medium,RA2,Royal Surrey County Hospital NHS Foundation Trust,Patient safety,Patient safety,OF0020,Number of MRSA infections,Jul 24 - Jun 25,count,4.0,3.0,1.0,5.0,77.0
South West,Acute trust,Acute - Teaching,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,Patient safety,Patient safety,OF0020,Number of MRSA infections,Jul 24 - Jun 25,count,14.0,3.0,1.0,5.0,132.0
South West,Acute trust,Acute - Multi-Service,RA9,Torbay and South Devon NHS Foundation Trust,Patient safety,Patient safety,OF0020,Number of MRSA infections,Jul 24 - Jun 25,count,4.0,3.0,1.0,5.0,77.0
North East,Acute trust,Acute - Teaching,RAE,Bradford Teaching Hospitals NHS Foundation Trust,Patient safety,Patient safety,OF0020,Number of MRSA infections,Jul 24 - Jun 25,count,4.0,3.0,1.0,5.0,77.0
East,Acute trust,Acute - Large,RAJ,Mid and South Essex NHS Foundation Trust,Patient safety,Patient safety,OF0020,Number of MRSA infections,Jul 24 - Jun 25,count,9.0,3.0,1.0,5.0,123.0
