"RXCUI","DRUG_DESCRIPTION","VOCABULARY","CODE","INDICATION_DESCRIPTION"
6860,"methyclothiazide","ICD10CM","N28.9","Disorder of kidney and ureter, unspecified"
6860,"methyclothiazide","ICD10CM","P29.0","Neonatal cardiac failure"
6860,"methyclothiazide","ICD10CM","P29.2","Neonatal hypertension"
6860,"methyclothiazide","ICD10CM","P83.30","Unspecified edema specific to newborn"
6860,"methyclothiazide","ICD10CM","P96.0","Congenital renal failure"
6860,"methyclothiazide","ICD10CM","R60.9","Edema, unspecified"
6860,"methyclothiazide","ICD9CM","401","Essential hypertension"
6860,"methyclothiazide","ICD9CM","401-405.99","HYPERTENSIVE DISEASE"
6860,"methyclothiazide","ICD9CM","401.9","Unspecified essential hypertension"
6860,"methyclothiazide","ICD9CM","410","Acute myocardial infarction"
6860,"methyclothiazide","ICD9CM","410.9","Acute myocardial infarction, unspecified site"
6860,"methyclothiazide","ICD9CM","410.90","Acute myocardial infarction of unspecified site, episode of care unspecified"
6860,"methyclothiazide","ICD9CM","428","Heart failure"
6860,"methyclothiazide","ICD9CM","428.0","CHF NOS"
6860,"methyclothiazide","ICD9CM","428.9","Heart failure NOS"
6860,"methyclothiazide","ICD9CM","430-438.99","CEREBROVASCULAR DISEASE"
6860,"methyclothiazide","ICD9CM","434.91","Cerebral artery occlusion, unspecified with cerebral infarction"
6860,"methyclothiazide","ICD9CM","436","Cva"
6860,"methyclothiazide","ICD9CM","437.9","Unspecified cerebrovascular disease"
6860,"methyclothiazide","ICD9CM","571","Chronic liver disease and cirrhosis"
6860,"methyclothiazide","ICD9CM","571.5","Cirrhosis of liver without mention of alcohol"
6860,"methyclothiazide","ICD9CM","573.9","Liver disorder NOS"
6860,"methyclothiazide","ICD9CM","575.9","Unspecified disorder of gallbladder"
6860,"methyclothiazide","ICD9CM","580-629.99","DISEASES OF THE GENITOURINARY SYSTEM"
6860,"methyclothiazide","ICD9CM","581","Nephrotic syndrome"
6860,"methyclothiazide","ICD9CM","581.9","Nephrotic syndrome with unspecified pathological lesion in kidney"
6860,"methyclothiazide","ICD9CM","583.9","Nephritis and nephropathy, not specified as acute or chronic, with unspecified pathological lesion in kidney"
6860,"methyclothiazide","ICD9CM","586","Renal failure NOS"
6860,"methyclothiazide","ICD9CM","593.9","Unspecified disorder of kidney and ureter"
6860,"methyclothiazide","ICD9CM","599.9","Urinary tract dis NOS"
6860,"methyclothiazide","ICD9CM","782.3","Edema"
6860,"methyclothiazide","ICD9CM","997.91","Complications affecting other specified body systems, not elsewhere classified, hypertension"
6873,"methylcellulose","ICD10CM","A04.72","Enterocolitis due to Clostridium difficile, not specified as recurrent"
6873,"methylcellulose","ICD10CM","K52.89","Other specified noninfective gastroenteritis and colitis"
6873,"methylcellulose","ICD10CM","K58.0","Irritable bowel syndrome with diarrhea"
6873,"methylcellulose","ICD10CM","K59.0","Constipation"
6873,"methylcellulose","ICD10CM","K59.00","Constipation, unspecified"
6873,"methylcellulose","ICD10CM","P78.3","Noninfective neonatal diarrhea"
6873,"methylcellulose","ICD10CM","P92.09","Other vomiting of newborn"
6873,"methylcellulose","ICD10CM","R11.10","Vomiting, unspecified"
6873,"methylcellulose","ICD10CM","R19.5","Bulky stools"
6873,"methylcellulose","ICD10CM","R19.7","Diarrhea NOS"
6873,"methylcellulose","ICD9CM","564.0","Constipation"
6873,"methylcellulose","ICD9CM","564.00","Constipation NOS"
6873,"methylcellulose","ICD9CM","787.91","Diarrhea"
6876,"methyldopa","ICD10CM","I10","Essential (primary) hypertension"
6876,"methyldopa","ICD10CM","P29.2","Neonatal hypertension"
6876,"methyldopa","ICD9CM","401","Essential hypertension"
6876,"methyldopa","ICD9CM","401-405.99","HYPERTENSIVE DISEASE"
6876,"methyldopa","ICD9CM","401.9","Unspecified essential hypertension"
6876,"methyldopa","ICD9CM","997.91","Complications affecting other specified body systems, not elsewhere classified, hypertension"
6877,"methyldopate","ICD10CM","I10","Essential (primary) hypertension"
6877,"methyldopate","ICD10CM","P29.2","Neonatal hypertension"
6877,"methyldopate","ICD9CM","401","Essential hypertension"
6877,"methyldopate","ICD9CM","401-405.99","HYPERTENSIVE DISEASE"
6877,"methyldopate","ICD9CM","401.9","Unspecified essential hypertension"
6877,"methyldopate","ICD9CM","997.91","Complications affecting other specified body systems, not elsewhere classified, hypertension"
6878,"methylene blue","ICD10CM","B00","Herpesviral [herpes simplex] infections"
6878,"methylene blue","ICD10CM","B00.9","Herpes simplex infection NOS"
6878,"methylene blue","ICD10CM","D74","Methemoglobinemia"
6878,"methylene blue","ICD10CM","D74.9","Methemoglobinemia, unspecified"
6878,"methylene blue","ICD10CM","N30.80","Other cystitis without hematuria"
6878,"methylene blue","ICD10CM","N39.0","Urinary tract infection, site not specified"
6878,"methylene blue","ICD10CM","P28.2","Cyanotic attacks of newborn"
6878,"methylene blue","ICD10CM","P39.3","Neonatal urinary tract infection"
6878,"methylene blue","ICD10CM","R23.0","Cyanosis"
6878,"methylene blue","ICD10CM","R68.89","Other general symptoms and signs"
6878,"methylene blue","ICD10CM","R71.8","Other abnormality of red blood cells"
6878,"methylene blue","ICD10CM","T65.91","Poisoning NOS"
6878,"methylene blue","ICD9CM","054","Herpes simplex"
6878,"methylene blue","ICD9CM","054.9","Herpes simplex without mention of complication"
6878,"methylene blue","ICD9CM","058.89","Other human herpesvirus infection"
6878,"methylene blue","ICD9CM","289.7","Methemoglobinemia"
6878,"methylene blue","ICD9CM","599.0","Urin tract infection NOS"
6878,"methylene blue","ICD9CM","782.5","Cyanosis"
6878,"methylene blue","ICD9CM","977.9","Poisoning by unspecified drug or medicinal substance"
6883,"methylergometrine","ICD10CM","O72","Postpartum hemorrhage"
6883,"methylergometrine","ICD10CM","O72.1","Other immediate postpartum hemorrhage"
6883,"methylergometrine","ICD10CM","O72.2","Delayed and secondary postpartum hemorrhage"
6883,"methylergometrine","ICD10CM","O72.3","Postpartum coagulation defects"
6883,"methylergometrine","ICD10CM","P01.9","Newborn affected by maternal complication of pregnancy, unspecified"
6883,"methylergometrine","ICD10CM","Z37.9","Outcome of delivery, unspecified"
6883,"methylergometrine","ICD9CM","666","Postpartum hemorrhage"
6883,"methylergometrine","ICD9CM","666.14","Other immediate postpartum hemorrhage, postpartum condition or complication"
6901,"methylphenidate","ICD10CM","F32.9","Depressive disorder NOS"
6901,"methylphenidate","ICD10CM","F34.1","Depressive neurosis"
6901,"methylphenidate","ICD10CM","F90","Attention-deficit hyperactivity disorders"
6901,"methylphenidate","ICD10CM","F90.1","Attention-deficit hyperactivity disorder, predominantly hyperactive type"
6901,"methylphenidate","ICD10CM","F90.9","Attention-deficit hyperactivity disorder NOS"
6901,"methylphenidate","ICD10CM","G11.9","Hereditary ataxia, unspecified"
6901,"methylphenidate","ICD10CM","G47.41","Narcolepsy"
6901,"methylphenidate","ICD10CM","G47.419","Narcolepsy NOS"
6901,"methylphenidate","ICD10CM","G47.421","Narcolepsy in conditions classified elsewhere with cataplexy"
6901,"methylphenidate","ICD10CM","G47.429","Narcolepsy in conditions classified elsewhere without cataplexy"
6901,"methylphenidate","ICD10CM","G70.89","Other specified myoneural disorders"
6901,"methylphenidate","ICD10CM","H90.5","Unspecified sensorineural hearing loss"
6901,"methylphenidate","ICD9CM","300.4","Dysthymic disorder"
6901,"methylphenidate","ICD9CM","300.5","Neurasthenia"
6901,"methylphenidate","ICD9CM","311","Depressive disorder, not elsewhere classified"
6901,"methylphenidate","ICD9CM","314","Hyperkinetic syndrome of childhood"
6901,"methylphenidate","ICD9CM","314.01","Attention deficit disorder with hyperactivity"
6901,"methylphenidate","ICD9CM","314.9","Hyperkinetic synd NOS"
6901,"methylphenidate","ICD9CM","341.1","Schilder's disease"
6901,"methylphenidate","ICD9CM","347.0","Narcolepsy"
6901,"methylphenidate","ICD9CM","347.00","Narcolepsy, without cataplexy"
6902,"methylprednisolone","ICD10CM","A15","Respiratory tuberculosis"
6902,"methylprednisolone","ICD10CM","A15.0","Tuberculosis of lung"
6902,"methylprednisolone","ICD10CM","A15.9","Respiratory tuberculosis unspecified"
6902,"methylprednisolone","ICD10CM","B73.00","Onchocerciasis with eye involvement, unspecified"
6902,"methylprednisolone","ICD10CM","C84.0","Mycosis fungoides"
6902,"methylprednisolone","ICD10CM","C84.00","Mycosis fungoides, unspecified site"
6902,"methylprednisolone","ICD10CM","C95","Leukemia of unspecified cell type"
6902,"methylprednisolone","ICD10CM","C95.9","Leukemia, unspecified"
6902,"methylprednisolone","ICD10CM","C95.90","Leukemia NOS"
6902,"methylprednisolone","ICD10CM","D49.6","Neoplasm of unspecified behavior of brain"
6902,"methylprednisolone","ICD10CM","D75.9","Disease of blood and blood-forming organs, unspecified"
6902,"methylprednisolone","ICD10CM","D80-D89","sarcoidosis"
6902,"methylprednisolone","ICD10CM","D86","Sarcoidosis"
6902,"methylprednisolone","ICD10CM","D86.9","Sarcoidosis, unspecified"
6902,"methylprednisolone","ICD10CM","D89.81","Graft-versus-host disease"
6902,"methylprednisolone","ICD10CM","D89.810","Acute graft-versus-host disease"
6902,"methylprednisolone","ICD10CM","D89.811","Chronic graft-versus-host disease"
6902,"methylprednisolone","ICD10CM","D89.813","Graft-versus-host disease, unspecified"
6902,"methylprednisolone","ICD10CM","E06","Thyroiditis"
6902,"methylprednisolone","ICD10CM","E06.9","Thyroiditis, unspecified"
6902,"methylprednisolone","ICD10CM","E27.40","Unspecified adrenocortical insufficiency"
6902,"methylprednisolone","ICD10CM","E83.52","Hypercalcemia"
6902,"methylprednisolone","ICD10CM","G35","Generalized multiple sclerosis"
6902,"methylprednisolone","ICD10CM","H20.9","Unspecified iridocyclitis"
6902,"methylprednisolone","ICD10CM","H44.119","Panuveitis, unspecified eye"
6902,"methylprednisolone","ICD10CM","H44.139","Sympathetic uveitis, unspecified eye"
6902,"methylprednisolone","ICD10CM","H57.9","Unspecified disorder of eye and adnexa"
6902,"methylprednisolone","ICD10CM","J45","Asthma"
6902,"methylprednisolone","ICD10CM","J45.90","Unspecified asthma"
6902,"methylprednisolone","ICD10CM","J45.909","Asthma NOS"
6902,"methylprednisolone","ICD10CM","J63.2","Berylliosis"
6902,"methylprednisolone","ICD10CM","J80","Acute respiratory distress syndrome"
6902,"methylprednisolone","ICD10CM","K51","Ulcerative colitis"
6902,"methylprednisolone","ICD10CM","K51.9","Ulcerative colitis, unspecified"
6902,"methylprednisolone","ICD10CM","K51.90","Ulcerative colitis, unspecified, without complications"
6902,"methylprednisolone","ICD10CM","L10","Pemphigus"
6902,"methylprednisolone","ICD10CM","L10.9","Pemphigus, unspecified"
6902,"methylprednisolone","ICD10CM","L12.0","Bullous pemphigoid"
6902,"methylprednisolone","ICD10CM","L12.2","Chronic bullous disease of childhood"
6902,"methylprednisolone","ICD10CM","L13.0","Dermatitis herpetiformis"
6902,"methylprednisolone","ICD10CM","L20","Atopic dermatitis"
6902,"methylprednisolone","ICD10CM","L20.81","Atopic neurodermatitis"
6902,"methylprednisolone","ICD10CM","L20.9","Atopic dermatitis, unspecified"
6902,"methylprednisolone","ICD10CM","L28.0","Circumscribed neurodermatitis"
6902,"methylprednisolone","ICD10CM","L51","Erythema multiforme"
6902,"methylprednisolone","ICD10CM","L51.9","Erythema multiforme, unspecified"
6902,"methylprednisolone","ICD10CM","L53.9","Erythema NOS"
6902,"methylprednisolone","ICD10CM","M06.9","Rheumatoid arthritis, unspecified"
6902,"methylprednisolone","ICD10CM","M08.00","Unspecified juvenile rheumatoid arthritis of unspecified site"
6902,"methylprednisolone","ICD10CM","M08.1","Juvenile ankylosing spondylitis"
6902,"methylprednisolone","ICD10CM","M08.90","Juvenile arthritis, unspecified, unspecified site"
6902,"methylprednisolone","ICD10CM","M10.09","Idiopathic gout, multiple sites"
6902,"methylprednisolone","ICD10CM","M10.9","Gout, unspecified"
6902,"methylprednisolone","ICD10CM","M19.90","Arthritis NOS"
6902,"methylprednisolone","ICD10CM","M32","Systemic lupus erythematosus (SLE)"
6902,"methylprednisolone","ICD10CM","M32.9","SLE NOS"
6902,"methylprednisolone","ICD10CM","M34.89","Other systemic sclerosis"
6902,"methylprednisolone","ICD10CM","M45","Ankylosing spondylitis"
6902,"methylprednisolone","ICD10CM","M45.4","Ankylosing spondylitis of thoracic region"
6902,"methylprednisolone","ICD10CM","M45.9","Ankylosing spondylitis of unspecified sites in spine"
6902,"methylprednisolone","ICD10CM","M65.9","Synovitis and tenosynovitis, unspecified"
6902,"methylprednisolone","ICD10CM","M79.0","Rheumatism, unspecified"
6902,"methylprednisolone","ICD10CM","M95.4","Acquired deformity of chest and rib"
6902,"methylprednisolone","ICD10CM","N04","Nephrotic syndrome"
6902,"methylprednisolone","ICD10CM","N04.9","Nephrotic syndrome with unspecified morphologic changes"
6902,"methylprednisolone","ICD10CM","N08","Nephropathy"
6902,"methylprednisolone","ICD10CM","N28.9","Disorder of kidney and ureter, unspecified"
6902,"methylprednisolone","ICD10CM","O99.119","Other diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism complicating pregnancy, unspecified trimester"
6902,"methylprednisolone","ICD10CM","R41.89","Other symptoms and signs involving cognitive functions and awareness"
6902,"methylprednisolone","ICD10CM","T75.1","Unspecified effects of drowning and nonfatal submersion"
6902,"methylprednisolone","ICD10CM","T78.40","Allergic reaction NOS"
6902,"methylprednisolone","ICD10CM","T80.6","Intoxication by serum"
6902,"methylprednisolone","ICD10CM","T80.61","Other serum reaction due to administration of blood and blood products"
6902,"methylprednisolone","ICD10CM","T80.69","Other serum reaction due to other serum"
6902,"methylprednisolone","ICD10CM","T86.09","Other complications of bone marrow transplant"
6902,"methylprednisolone","ICD10CM","T86.19","Other complication of kidney transplant"
6902,"methylprednisolone","ICD9CM","011","Pulmonary tuberculosis"
6902,"methylprednisolone","ICD9CM","011.9","Unspecified pulmonary tuberculosis"
6902,"methylprednisolone","ICD9CM","011.90","Pulmonary TB NOS-unspec"
6902,"methylprednisolone","ICD9CM","135","Sarcoidosis"
6902,"methylprednisolone","ICD9CM","202.1","Mycosis fungoides"
6902,"methylprednisolone","ICD9CM","208","Leukemia of unspecified cell type"
6902,"methylprednisolone","ICD9CM","208.9","Unspecified leukemia"
6902,"methylprednisolone","ICD9CM","208.90","Unspecified leukemia, without mention of having achieved remission"
6902,"methylprednisolone","ICD9CM","239.6","Brain neoplasm NOS"
6902,"methylprednisolone","ICD9CM","245","Thyroiditis"
6902,"methylprednisolone","ICD9CM","245.9","Thyroiditis NOS"
6902,"methylprednisolone","ICD9CM","255.4","Corticoadrenal insufficiency"
6902,"methylprednisolone","ICD9CM","255.41","Glucocorticoid deficiency"
6902,"methylprednisolone","ICD9CM","274.0","Gouty arthropathy"
6902,"methylprednisolone","ICD9CM","274.00","Gouty arthropathy NOS"
6902,"methylprednisolone","ICD9CM","275.3","Disorders of phosphorus metabolism"
6902,"methylprednisolone","ICD9CM","275.41","Hypocalcemia"
6902,"methylprednisolone","ICD9CM","275.42","Hypercalcemia"
6902,"methylprednisolone","ICD9CM","279.5","Graft-versus-host disease"
6902,"methylprednisolone","ICD9CM","279.50","Graft-versus-host disease, unspecified"
6902,"methylprednisolone","ICD9CM","280-289.99","DISEASES OF THE BLOOD AND BLOOD-FORMING ORGANS"
6902,"methylprednisolone","ICD9CM","289.9","Blood disease NOS"
6902,"methylprednisolone","ICD9CM","340","Multiple sclerosis"
6902,"methylprednisolone","ICD9CM","360.12","Panuveitis"
6902,"methylprednisolone","ICD9CM","364","Disorders of iris and ciliary body"
6902,"methylprednisolone","ICD9CM","364.3","Iridocyclitis NOS"
6902,"methylprednisolone","ICD9CM","364.9","Unspecified disorder of iris and ciliary body"
6902,"methylprednisolone","ICD9CM","460-519.99","DISEASES OF THE RESPIRATORY SYSTEM"
6902,"methylprednisolone","ICD9CM","493","Asthma"
6902,"methylprednisolone","ICD9CM","493.9","Asthma, unspecified"
6902,"methylprednisolone","ICD9CM","503","Pneumoconiosis due to other inorganic dust"
6902,"methylprednisolone","ICD9CM","519.9","Resp system disease NOS"
6902,"methylprednisolone","ICD9CM","520-579.99","DISEASES OF THE DIGESTIVE SYSTEM"
6902,"methylprednisolone","ICD9CM","556","Ulcerative colitis"
6902,"methylprednisolone","ICD9CM","556.8","Other ulcerative colitis"
6902,"methylprednisolone","ICD9CM","556.9","Ulcerative colitis, unspecified"
6902,"methylprednisolone","ICD9CM","569.9","Intestinal disorder NOS"
6902,"methylprednisolone","ICD9CM","580-629.99","DISEASES OF THE GENITOURINARY SYSTEM"
6902,"methylprednisolone","ICD9CM","581","Nephrotic syndrome"
6902,"methylprednisolone","ICD9CM","581.9","Nephrotic syndrome with unspecified pathological lesion in kidney"
6902,"methylprednisolone","ICD9CM","593.9","Unspecified disorder of kidney and ureter"
6902,"methylprednisolone","ICD9CM","599.9","Urinary tract dis NOS"
6902,"methylprednisolone","ICD9CM","691.8","Other atopic dermatitis and related conditions"
6902,"methylprednisolone","ICD9CM","694.0","Dermatitis herpetiformis"
6902,"methylprednisolone","ICD9CM","694.4","Pemphigus"
6902,"methylprednisolone","ICD9CM","695","Erythematous conditions"
