Period,Level,Region,ICB,Org Code,Org Name,Metric,Type,Value
01/09/2025,ICB,SOUTH EAST,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,QKS,Kent and Medway ICB,G&A occupancy rate adjusted for covid void beds,Type 1,2809
01/09/2025,ICB,SOUTH EAST,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,QXU,Surrey Heartlands ICB,G&A occupancy rate adjusted for covid void beds,Type 1,1544
01/09/2025,ICB,SOUTH EAST,NHS SUSSEX INTEGRATED CARE BOARD,QNX,Sussex ICB,G&A occupancy rate adjusted for covid void beds,Type 1,2475
01/09/2025,ICB,SOUTH WEST,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",QOX,"Bath and North East Somerset, Swindon and Wiltshire ICB",G&A occupancy rate adjusted for covid void beds,Type 1,1465
01/09/2025,ICB,SOUTH WEST,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",QUY,"Bristol, North Somerset and South Gloucestershire ICB",G&A occupancy rate adjusted for covid void beds,Type 1,1833
01/09/2025,ICB,SOUTH WEST,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,QT6,Cornwall and the Isles of Scilly ICB,G&A occupancy rate adjusted for covid void beds,Type 1,623
01/09/2025,ICB,SOUTH WEST,NHS DEVON INTEGRATED CARE BOARD,QJK,Devon ICB,G&A occupancy rate adjusted for covid void beds,Type 1,2444
01/09/2025,ICB,SOUTH WEST,NHS DORSET INTEGRATED CARE BOARD,QVV,Dorset ICB,G&A occupancy rate adjusted for covid void beds,Type 1,1356
01/09/2025,ICB,SOUTH WEST,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,QR1,Gloucestershire ICB,G&A occupancy rate adjusted for covid void beds,Type 1,853
01/09/2025,ICB,SOUTH WEST,NHS SOMERSET INTEGRATED CARE BOARD,QSL,Somerset ICB,G&A occupancy rate adjusted for covid void beds,Type 1,943
01/09/2025,National,[z],[z],ENG,England,G&A occupancy rate adjusted for covid void beds,All Type,0.93
01/09/2025,Region,EAST OF ENGLAND,[z],Y61,East of England,G&A occupancy rate adjusted for covid void beds,All Type,0.938
01/09/2025,Region,LONDON,[z],Y56,London,G&A occupancy rate adjusted for covid void beds,All Type,0.93
01/09/2025,Region,MIDLANDS,[z],Y60,Midlands,G&A occupancy rate adjusted for covid void beds,All Type,0.935
01/09/2025,Region,NORTH EAST AND YORKSHIRE,[z],Y63,North East and Yorkshire,G&A occupancy rate adjusted for covid void beds,All Type,0.916
01/09/2025,Region,NORTH WEST,[z],Y62,North West,G&A occupancy rate adjusted for covid void beds,All Type,0.93
01/09/2025,Region,SOUTH EAST,[z],Y59,South East,G&A occupancy rate adjusted for covid void beds,All Type,0.932
01/09/2025,Region,SOUTH WEST,[z],Y58,South West,G&A occupancy rate adjusted for covid void beds,All Type,0.938
01/09/2025,ICB,EAST OF ENGLAND,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",QHG,"Bedfordshire, Luton and Milton Keynes ICB",G&A occupancy rate adjusted for covid void beds,All Type,1529
01/09/2025,ICB,EAST OF ENGLAND,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,QUE,Cambridgeshire and Peterborough ICB,G&A occupancy rate adjusted for covid void beds,All Type,2173
01/09/2025,ICB,EAST OF ENGLAND,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,QM7,Hertfordshire and West Essex ICB,G&A occupancy rate adjusted for covid void beds,All Type,1646
01/09/2025,ICB,EAST OF ENGLAND,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,QH8,Mid and South Essex ICB,G&A occupancy rate adjusted for covid void beds,All Type,1685
01/09/2025,ICB,EAST OF ENGLAND,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,QMM,Norfolk and Waveney ICB,G&A occupancy rate adjusted for covid void beds,All Type,1807
01/09/2025,ICB,EAST OF ENGLAND,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,QJG,Suffolk and North East Essex ICB,G&A occupancy rate adjusted for covid void beds,All Type,1655
01/09/2025,ICB,LONDON,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,QMJ,North Central London ICB,G&A occupancy rate adjusted for covid void beds,All Type,2840
01/09/2025,ICB,LONDON,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,QMF,North East London ICB,G&A occupancy rate adjusted for covid void beds,All Type,2840
01/09/2025,ICB,LONDON,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,QRV,North West London ICB,G&A occupancy rate adjusted for covid void beds,All Type,3112
01/09/2025,ICB,LONDON,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,QKK,South East London ICB,G&A occupancy rate adjusted for covid void beds,All Type,3475
01/09/2025,ICB,LONDON,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,QWE,South West London ICB,G&A occupancy rate adjusted for covid void beds,All Type,2362
01/09/2025,ICB,MIDLANDS,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,QHL,Birmingham and Solihull ICB,G&A occupancy rate adjusted for covid void beds,All Type,2839
01/09/2025,ICB,MIDLANDS,NHS BLACK COUNTRY INTEGRATED CARE BOARD,QUA,Black Country ICB,G&A occupancy rate adjusted for covid void beds,All Type,2522
01/09/2025,ICB,MIDLANDS,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,QWU,Coventry and Warwickshire ICB,G&A occupancy rate adjusted for covid void beds,All Type,1743
01/09/2025,ICB,MIDLANDS,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,QJ2,Derby and Derbyshire ICB,G&A occupancy rate adjusted for covid void beds,All Type,1945
01/09/2025,ICB,MIDLANDS,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,QGH,Herefordshire and Worcestershire ICB,G&A occupancy rate adjusted for covid void beds,All Type,1160
01/09/2025,ICB,MIDLANDS,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",QK1,"Leicester, Leicestershire and Rutland ICB",G&A occupancy rate adjusted for covid void beds,All Type,1772
01/09/2025,ICB,MIDLANDS,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,QJM,Lincolnshire ICB,G&A occupancy rate adjusted for covid void beds,All Type,1013
01/09/2025,ICB,MIDLANDS,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,QPM,Northamptonshire ICB,G&A occupancy rate adjusted for covid void beds,All Type,1208
01/09/2025,ICB,MIDLANDS,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,QT1,Nottingham and Nottinghamshire ICB,G&A occupancy rate adjusted for covid void beds,All Type,2332
01/09/2025,ICB,MIDLANDS,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",QOC,"Shropshire, Telford and Wrekin ICB",G&A occupancy rate adjusted for covid void beds,All Type,928
01/09/2025,ICB,MIDLANDS,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,QNC,Staffordshire and Stoke on Trent ICB,G&A occupancy rate adjusted for covid void beds,All Type,1388
01/09/2025,ICB,NORTH EAST AND YORKSHIRE,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,QOQ,Humber and North Yorkshire ICB,G&A occupancy rate adjusted for covid void beds,All Type,2860
01/09/2025,ICB,NORTH EAST AND YORKSHIRE,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,QHM,North East and North Cumbria STP,G&A occupancy rate adjusted for covid void beds,All Type,6559
01/09/2025,ICB,NORTH EAST AND YORKSHIRE,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,QF7,South Yorkshire ICB,G&A occupancy rate adjusted for covid void beds,All Type,3219
01/09/2025,ICB,NORTH EAST AND YORKSHIRE,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,QWO,West Yorkshire ICB,G&A occupancy rate adjusted for covid void beds,All Type,4427
01/09/2025,ICB,NORTH WEST,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,QYG,Cheshire and Merseyside ICB,G&A occupancy rate adjusted for covid void beds,All Type,5812
01/09/2025,ICB,NORTH WEST,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,QOP,Greater Manchester ICB,G&A occupancy rate adjusted for covid void beds,All Type,5798
01/09/2025,ICB,NORTH WEST,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,QE1,Lancashire and South Cumbria ICB,G&A occupancy rate adjusted for covid void beds,All Type,2837
01/09/2025,ICB,SOUTH EAST,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",G&A occupancy rate adjusted for covid void beds,All Type,1980
01/09/2025,ICB,SOUTH EAST,NHS FRIMLEY INTEGRATED CARE BOARD,QNQ,Frimley ICB,G&A occupancy rate adjusted for covid void beds,All Type,1214
01/09/2025,ICB,SOUTH EAST,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,QRL,Hampshire and Isle of Wight ICB,G&A occupancy rate adjusted for covid void beds,All Type,3137
01/09/2025,ICB,SOUTH EAST,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,QKS,Kent and Medway ICB,G&A occupancy rate adjusted for covid void beds,All Type,2809
01/09/2025,ICB,SOUTH EAST,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,QXU,Surrey Heartlands ICB,G&A occupancy rate adjusted for covid void beds,All Type,1544
01/09/2025,ICB,SOUTH EAST,NHS SUSSEX INTEGRATED CARE BOARD,QNX,Sussex ICB,G&A occupancy rate adjusted for covid void beds,All Type,2475
01/09/2025,ICB,SOUTH WEST,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",QOX,"Bath and North East Somerset, Swindon and Wiltshire ICB",G&A occupancy rate adjusted for covid void beds,All Type,1465
01/09/2025,ICB,SOUTH WEST,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",QUY,"Bristol, North Somerset and South Gloucestershire ICB",G&A occupancy rate adjusted for covid void beds,All Type,1833
01/09/2025,ICB,SOUTH WEST,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,QT6,Cornwall and the Isles of Scilly ICB,G&A occupancy rate adjusted for covid void beds,All Type,623
01/09/2025,ICB,SOUTH WEST,NHS DEVON INTEGRATED CARE BOARD,QJK,Devon ICB,G&A occupancy rate adjusted for covid void beds,All Type,2444
01/09/2025,ICB,SOUTH WEST,NHS DORSET INTEGRATED CARE BOARD,QVV,Dorset ICB,G&A occupancy rate adjusted for covid void beds,All Type,1356
01/09/2025,ICB,SOUTH WEST,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,QR1,Gloucestershire ICB,G&A occupancy rate adjusted for covid void beds,All Type,853
01/09/2025,ICB,SOUTH WEST,NHS SOMERSET INTEGRATED CARE BOARD,QSL,Somerset ICB,G&A occupancy rate adjusted for covid void beds,All Type,943
01/09/2025,Provider,EAST OF ENGLAND,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",RC9,Bedfordshire Hospitals NHS Foundation Trust,G&A occupancy rate adjusted for covid void beds,Type 1,0.958
01/09/2025,Provider,EAST OF ENGLAND,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",RD8,Milton Keynes University Hospital NHS Foundation Trust,G&A occupancy rate adjusted for covid void beds,Type 1,0.874
01/09/2025,Provider,EAST OF ENGLAND,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,RGM,Royal Papworth Hospital NHS Foundation Trust,G&A occupancy rate adjusted for covid void beds,Other,0.928
01/09/2025,Provider,EAST OF ENGLAND,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,RGN,North West Anglia NHS Foundation Trust,G&A occupancy rate adjusted for covid void beds,Type 1,0.96
01/09/2025,Provider,EAST OF ENGLAND,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,RGT,Cambridge University Hospitals NHS Foundation Trust,G&A occupancy rate adjusted for covid void beds,Type 1,0.908
01/09/2025,Provider,EAST OF ENGLAND,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,RQW,The Princess Alexandra Hospital NHS Trust,G&A occupancy rate adjusted for covid void beds,Type 1,0.985
01/09/2025,Provider,EAST OF ENGLAND,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,RWG,West Hertfordshire Teaching Hospitals NHS Trust,G&A occupancy rate adjusted for covid void beds,Type 1,0.9
01/09/2025,Provider,EAST OF ENGLAND,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,RWH,East and North Hertfordshire NHS Trust,G&A occupancy rate adjusted for covid void beds,Type 1,0.88
01/09/2025,Provider,EAST OF ENGLAND,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,RAJ,Mid and South Essex NHS Foundation Trust,G&A occupancy rate adjusted for covid void beds,Type 1,0.951
01/09/2025,Provider,EAST OF ENGLAND,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,RCX,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",G&A occupancy rate adjusted for covid void beds,Type 1,0.956
01/09/2025,Provider,EAST OF ENGLAND,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,RGP,James Paget University Hospitals NHS Foundation Trust,G&A occupancy rate adjusted for covid void beds,Type 1,0.954
01/09/2025,Provider,EAST OF ENGLAND,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,RM1,Norfolk and Norwich University Hospitals NHS Foundation Trust,G&A occupancy rate adjusted for covid void beds,Type 1,0.949
01/09/2025,Provider,EAST OF ENGLAND,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,RDE,East Suffolk and North Essex NHS Foundation Trust,G&A occupancy rate adjusted for covid void beds,Type 1,0.949
01/09/2025,Provider,EAST OF ENGLAND,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,RGR,West Suffolk NHS Foundation Trust,G&A occupancy rate adjusted for covid void beds,Type 1,0.939
01/09/2025,Provider,LONDON,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,RAL,Royal Free London NHS Foundation Trust,G&A occupancy rate adjusted for covid void beds,Type 1,0.961
01/09/2025,Provider,LONDON,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,RAN,Royal National Orthopaedic Hospital NHS Trust,G&A occupancy rate adjusted for covid void beds,Other,0.807
01/09/2025,Provider,LONDON,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,RKE,Whittington Health NHS Trust,G&A occupancy rate adjusted for covid void beds,Type 1,0.978
01/09/2025,Provider,LONDON,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,RP4,Great Ormond Street Hospital for Children NHS Foundation Trust,G&A occupancy rate adjusted for covid void beds,Other,0.811
01/09/2025,Provider,LONDON,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,RP6,Moorfields Eye Hospital NHS Foundation Trust,G&A occupancy rate adjusted for covid void beds,Other,0.413
01/09/2025,Provider,LONDON,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,RRV,University College London Hospitals NHS Foundation Trust,G&A occupancy rate adjusted for covid void beds,Type 1,0.881
01/09/2025,Provider,LONDON,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,R1H,Barts Health NHS Trust,G&A occupancy rate adjusted for covid void beds,Type 1,0.903
01/09/2025,Provider,LONDON,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust",G&A occupancy rate adjusted for covid void beds,Type 1,0.917
01/09/2025,Provider,LONDON,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,RQX,Homerton Healthcare NHS Foundation Trust,G&A occupancy rate adjusted for covid void beds,Type 1,0.912
01/09/2025,Provider,LONDON,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,R1K,London North West University Healthcare NHS Trust,G&A occupancy rate adjusted for covid void beds,Type 1,0.957
01/09/2025,Provider,LONDON,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,RAS,The Hillingdon Hospitals NHS Foundation Trust,G&A occupancy rate adjusted for covid void beds,Type 1,0.955
01/09/2025,Provider,LONDON,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,G&A occupancy rate adjusted for covid void beds,Type 1,0.927
01/09/2025,Provider,LONDON,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,RYJ,Imperial College Healthcare NHS Trust,G&A occupancy rate adjusted for covid void beds,Type 1,0.949
01/09/2025,Provider,LONDON,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,RJ1,Guy's and St Thomas' NHS Foundation Trust,G&A occupancy rate adjusted for covid void beds,Type 1,0.876
01/09/2025,Provider,LONDON,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,RJ2,Lewisham and Greenwich NHS Trust,G&A occupancy rate adjusted for covid void beds,Type 1,0.97
01/09/2025,Provider,LONDON,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,RJZ,King's College Hospital NHS Foundation Trust,G&A occupancy rate adjusted for covid void beds,Type 1,0.969
01/09/2025,Provider,LONDON,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,RAX,Kingston Hospital NHS Foundation Trust,G&A occupancy rate adjusted for covid void beds,Type 1,0.946
01/09/2025,Provider,LONDON,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,RJ6,Croydon Health Services NHS Trust,G&A occupancy rate adjusted for covid void beds,Type 1,0.979
01/09/2025,Provider,LONDON,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,RJ7,St George's University Hospitals NHS Foundation Trust,G&A occupancy rate adjusted for covid void beds,Type 1,0.945
01/09/2025,Provider,LONDON,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,RPY,The Royal Marsden NHS Foundation Trust,G&A occupancy rate adjusted for covid void beds,Other,0.867
01/09/2025,Provider,LONDON,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,RVR,Epsom and St Helier University Hospitals NHS Trust,G&A occupancy rate adjusted for covid void beds,Type 1,0.924
01/09/2025,Provider,MIDLANDS,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,RQ3,Birmingham Women's and Children's NHS Foundation Trust,G&A occupancy rate adjusted for covid void beds,Type 1,0.679
01/09/2025,Provider,MIDLANDS,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,RRJ,The Royal Orthopaedic Hospital NHS Foundation Trust,G&A occupancy rate adjusted for covid void beds,Other,0.751
01/09/2025,Provider,MIDLANDS,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,RRK,University Hospitals Birmingham NHS Foundation Trust,G&A occupancy rate adjusted for covid void beds,Type 1,0.967
01/09/2025,Provider,MIDLANDS,NHS BLACK COUNTRY INTEGRATED CARE BOARD,RBK,Walsall Healthcare NHS Trust,G&A occupancy rate adjusted for covid void beds,Type 1,0.946
01/09/2025,Provider,MIDLANDS,NHS BLACK COUNTRY INTEGRATED CARE BOARD,RL4,The Royal Wolverhampton NHS Trust,G&A occupancy rate adjusted for covid void beds,Type 1,0.947
01/09/2025,Provider,MIDLANDS,NHS BLACK COUNTRY INTEGRATED CARE BOARD,RNA,The Dudley Group NHS Foundation Trust,G&A occupancy rate adjusted for covid void beds,Type 1,0.956
01/09/2025,Provider,MIDLANDS,NHS BLACK COUNTRY INTEGRATED CARE BOARD,RXK,Sandwell and West Birmingham Hospitals NHS Trust,G&A occupancy rate adjusted for covid void beds,Type 1,0.95
01/09/2025,Provider,MIDLANDS,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,RJC,South Warwickshire NHS Foundation Trust,G&A occupancy rate adjusted for covid void beds,Type 1,0.972
01/09/2025,Provider,MIDLANDS,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,RKB,University Hospitals Coventry and Warwickshire NHS Trust,G&A occupancy rate adjusted for covid void beds,Type 1,0.969
01/09/2025,Provider,MIDLANDS,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,RLT,George Eliot Hospital NHS Trust,G&A occupancy rate adjusted for covid void beds,Type 1,0.959
01/09/2025,Provider,MIDLANDS,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,RFS,Chesterfield Royal Hospital NHS Foundation Trust,G&A occupancy rate adjusted for covid void beds,Type 1,0.963
01/09/2025,Provider,MIDLANDS,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,RTG,University Hospitals of Derby and Burton NHS Foundation Trust,G&A occupancy rate adjusted for covid void beds,Type 1,0.955
01/09/2025,Provider,MIDLANDS,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,RLQ,Wye Valley NHS Trust,G&A occupancy rate adjusted for covid void beds,Type 1,0.999
01/09/2025,Provider,MIDLANDS,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,RWP,Worcestershire Acute Hospitals NHS Trust,G&A occupancy rate adjusted for covid void beds,Type 1,0.931
01/09/2025,Provider,MIDLANDS,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",RWE,University Hospitals of Leicester NHS Trust,G&A occupancy rate adjusted for covid void beds,Type 1,0.875
01/09/2025,Provider,MIDLANDS,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,RWD,United Lincolnshire Hospitals NHS Trust,G&A occupancy rate adjusted for covid void beds,Type 1,0.922
01/09/2025,Provider,MIDLANDS,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,RNQ,Kettering General Hospital NHS Foundation Trust,G&A occupancy rate adjusted for covid void beds,Type 1,0.969
01/09/2025,Provider,MIDLANDS,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,RNS,Northampton General Hospital NHS Trust,G&A occupancy rate adjusted for covid void beds,Type 1,0.959
01/09/2025,Provider,MIDLANDS,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,RK5,Sherwood Forest Hospitals NHS Foundation Trust,G&A occupancy rate adjusted for covid void beds,Type 1,0.954
01/09/2025,Provider,MIDLANDS,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,RX1,Nottingham University Hospitals NHS Trust,G&A occupancy rate adjusted for covid void beds,Type 1,0.918
01/09/2025,Provider,MIDLANDS,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",RL1,The Robert Jones and Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,G&A occupancy rate adjusted for covid void beds,Other,0.722
01/09/2025,Provider,MIDLANDS,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",RXW,The Shrewsbury and Telford Hospital NHS Trust,G&A occupancy rate adjusted for covid void beds,Type 1,0.938
01/09/2025,Provider,MIDLANDS,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,RJE,University Hospitals of North Midlands NHS Trust,G&A occupancy rate adjusted for covid void beds,Type 1,0.923
01/09/2025,Provider,NORTH EAST AND YORKSHIRE,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,RCB,York and Scarborough Teaching Hospitals NHS Foundation Trust,G&A occupancy rate adjusted for covid void beds,Type 1,0.92
01/09/2025,Provider,NORTH EAST AND YORKSHIRE,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,RCD,Harrogate and District NHS Foundation Trust,G&A occupancy rate adjusted for covid void beds,Type 1,0.776
01/09/2025,Provider,NORTH EAST AND YORKSHIRE,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,G&A occupancy rate adjusted for covid void beds,Type 1,0.88
01/09/2025,Provider,NORTH EAST AND YORKSHIRE,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,RWA,Hull University Teaching Hospitals NHS Trust,G&A occupancy rate adjusted for covid void beds,Type 1,0.924
01/09/2025,Provider,NORTH EAST AND YORKSHIRE,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,R0B,South Tyneside and Sunderland NHS Foundation Trust,G&A occupancy rate adjusted for covid void beds,Type 1,0.863
01/09/2025,Provider,NORTH EAST AND YORKSHIRE,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,RNN,North Cumbria Integrated Care NHS Foundation Trust,G&A occupancy rate adjusted for covid void beds,Type 1,0.891
